MATRICULA;CODIGO_UNIDADE;CLASSE;CODIGO_UNIDADE_ENSINO_SISTEC;CODIGO_MUNICIPIO_DV;INSTITUICAO;JORNADA_TRABALHO;MUNICIPIO;NUMERO_REGISTROS;REGIAO;RSC;TITULACAO;UF;UNIDADE_LOTACAO;VINCULO_CARREIRA;VINCULO_CONTRATO;VINCULO_PROFESSOR
1209197;1;D;3524;1500107;IFPA;DE;Abaetetuba;1;Região Norte;RSC III;Mestrado;PA;Campus Abaetetuba;EBTT;Efetivo;Sim
1161660;139;D;32358;1502103;IFPA;40h;Cametá;1;Região Norte;-;Educação Básica;PA;Campus Cametá;PCCTAE;Efetivo;Não
1161835;362;D;32357;1505502;IFPA;DE;Paragominas;1;Região Norte;RSC III;Mestrado;PA;Campus Paragominas;EBTT;Efetivo;Sim
1162903;1;D;3524;1500107;IFPA;DE;Abaetetuba;1;Região Norte;-;Especialização;PA;Campus Abaetetuba;EBTT;Efetivo;Sim
1211104;350;D;32074;1505106;IFPA;DE;Óbidos;1;Região Norte;-;Doutorado;PA;Campus Óbidos;EBTT;Efetivo;Sim
1225258;1;D;3524;1500107;IFPA;DE;Abaetetuba;1;Região Norte;RSC III;Mestrado;PA;Campus Abaetetuba;EBTT;Efetivo;Sim
1163444;161;D;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Educação Básica;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1163445;161;C;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Especialização;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1163448;161;D;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Educação Básica;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1163454;161;C;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Educação Básica;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1163630;444;D;13395;1506807;IFPA;40h;Santarém;1;Região Norte;-;Graduação;PA;Campus Santarém;PCCTAE;Efetivo;Não
1163821;362;D;32357;1505502;IFPA;DE;Paragominas;1;Região Norte;RSC III;Mestrado;PA;Campus Paragominas;EBTT;Efetivo;Sim
1164282;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC II;Especialização;PA;Campus Belém;EBTT;Efetivo;Sim
1212543;444;D;13395;1506807;IFPA;DE;Santarém;1;Região Norte;RSC III;Mestrado;PA;Campus Santarém;EBTT;Efetivo;Sim
1164632;123;D;3526;1501709;IFPA;DE;Bragança;1;Região Norte;RSC III;Mestrado;PA;Campus Bragança;EBTT;Efetivo;Sim
1190540;444;D;13395;1506807;IFPA;DE;Santarém;1;Região Norte;RSC III;Mestrado;PA;Campus Santarém;EBTT;Efetivo;Sim
1212806;444;D;13395;1506807;IFPA;DE;Santarém;1;Região Norte;RSC III;Mestrado;PA;Campus Santarém;EBTT;Efetivo;Sim
1212906;362;D;32357;1505502;IFPA;DE;Paragominas;1;Região Norte;-;Doutorado;PA;Campus Paragominas;EBTT;Efetivo;Sim
1191988;43;D;13863;1501808;IFPA;DE;Breves;1;Região Norte;RSC III;Mestrado;PA;Campus Breves;EBTT;Efetivo;Sim
1236930;13;D;2916;1500602;IFPA;DE;Altamira;1;Região Norte;-;Mestrado;PA;Campus Altamira;EBTT;Efetivo;Sim
1237535;43;D;13863;1501808;IFPA;DE;Breves;1;Região Norte;-;Doutorado;PA;Campus Breves;EBTT;Efetivo;Sim
1168197;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
1169039;186;D;3522;1502707;IFPA;DE;Conceição do Araguaia;1;Região Norte;-;Especialização;PA;Campus Conceição do Araguaia;EBTT;Efetivo;Sim
1214557;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC II;Especialização;PA;Campus Belém;EBTT;Efetivo;Sim
1240589;319;E;2919;1504208;IFPA;40h;Marabá;1;Região Norte;-;Especialização;PA;Campus Marabá Industrial;PCCTAE;Efetivo;Não
1240703;362;D;32357;1505502;IFPA;DE;Paragominas;1;Região Norte;RSC II;Especialização;PA;Campus Paragominas;EBTT;Efetivo;Sim
1241164;16;D;32043;1500800;IFPA;DE;Ananindeua;1;Região Norte;RSC III;Mestrado;PA;Campus Ananindeua;EBTT;Efetivo;Sim
1241514;13;D;2916;1500602;IFPA;DE;Altamira;1;Região Norte;RSC III;Mestrado;PA;Campus Altamira;EBTT;Efetivo;Sim
1241603;161;D;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Especialização;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1169771;366;D;32045;1505536;IFPA;DE;Parauapebas;1;Região Norte;-;Mestrado;PA;Campus Parauapebas;EBTT;Efetivo;Sim
1169861;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;-;Doutorado;PA;Campus Castanhal;EBTT;Efetivo;Sim
1171031;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
1193893;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
1194122;511;D;2918;1508100;IFPA;DE;Tucuruí;1;Região Norte;RSC III;Mestrado;PA;Campus Tucuruí;EBTT;Efetivo;Sim
1231174;320;C;2917;1504208;IFPA;40h;Marabá;1;Região Norte;-;Especialização;PA;Campus Marabá Rural;PCCTAE;Efetivo;Não
1231625;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;RSC III;Mestrado;PA;Campus Castanhal;EBTT;Efetivo;Sim
1231793;43;E;13863;1501808;IFPA;40h;Breves;1;Região Norte;-;Especialização;PA;Campus Breves;PCCTAE;Efetivo;Não
1171622;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1172325;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;-;Doutorado;PA;Campus Castanhal;EBTT;Efetivo;Sim
1215687;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1215700;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
1215748;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1215825;113;D;2914;1501402;IFPA;20h;Belém;1;Região Norte;-;Graduação;PA;Campus Belém;EBTT;Efetivo;Sim
1215832;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1215847;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
1215853;113;D;2914;1501402;IFPA;20h;Belém;1;Região Norte;RSC II;Especialização;PA;Campus Belém;EBTT;Efetivo;Sim
1215866;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
1215874;113;S;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Mestrado;PA;Campus Belém;PROF. OUTROS;Efetivo;Sim
1215884;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
1216002;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1216022;113;D;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Campus Belém;EBTT;Efetivo;Sim
1216028;511;E;2918;1508100;IFPA;40h;Tucuruí;1;Região Norte;-;Especialização;PA;Campus Tucuruí;PCCTAE;Efetivo;Não
1216029;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
1216060;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
1216069;161;B;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Mestrado;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1216070;161;C;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Educação Básica;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1216075;161;C;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Especialização;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1216084;511;D;2918;1508100;IFPA;DE;Tucuruí;1;Região Norte;RSC III;Mestrado;PA;Campus Tucuruí;EBTT;Efetivo;Sim
1239846;13;D;2916;1500602;IFPA;DE;Altamira;1;Região Norte;-;Doutorado;PA;Campus Altamira;EBTT;Efetivo;Sim
1240227;13;D;2916;1500602;IFPA;DE;Altamira;1;Região Norte;-;Mestrado;PA;Campus Altamira;EBTT;Efetivo;Sim
1172430;1;D;3524;1500107;IFPA;DE;Abaetetuba;1;Região Norte;-;Doutorado;PA;Campus Abaetetuba;EBTT;Efetivo;Sim
1197885;319;D;2919;1504208;IFPA;DE;Marabá;1;Região Norte;-;Doutorado;PA;Campus Marabá Industrial;EBTT;Efetivo;Sim
1216152;113;D;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Graduação;PA;Campus Belém;EBTT;Efetivo;Sim
1216277;161;B;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Especialização;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1230076;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC II;Especialização;PA;Campus Belém;EBTT;Efetivo;Sim
1230190;123;D;3526;1501709;IFPA;40h;Bragança;1;Região Norte;-;Especialização;PA;Campus Bragança;PCCTAE;Efetivo;Não
1230322;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;RSC III;Mestrado;PA;Campus Castanhal;EBTT;Efetivo;Sim
1217582;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC II;Especialização;PA;Campus Belém;EBTT;Efetivo;Sim
1176140;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1176492;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1177429;613;D;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1177571;350;D;32074;1505106;IFPA;DE;Óbidos;1;Região Norte;-;Doutorado;PA;Campus Óbidos;EBTT;Efetivo;Sim
1202833;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Mestrado;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1154604;113;D;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Campus Belém;PCCTAE;Efetivo;Não
1178114;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1178305;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1178431;350;D;32074;1505106;IFPA;DE;Óbidos;1;Região Norte;RSC III;Mestrado;PA;Campus Óbidos;EBTT;Efetivo;Sim
1204598;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1219262;511;D;2918;1508100;IFPA;DE;Tucuruí;1;Região Norte;RSC III;Mestrado;PA;Campus Tucuruí;EBTT;Efetivo;Sim
1219267;113;D;2914;1501402;IFPA;20h;Belém;1;Região Norte;RSC II;Especialização;PA;Campus Belém;EBTT;Efetivo;Sim
1155450;123;E;3526;1501709;IFPA;40h;Bragança;1;Região Norte;-;Especialização;PA;Campus Bragança;PCCTAE;Efetivo;Não
1155697;350;D;32074;1505106;IFPA;DE;Óbidos;1;Região Norte;-;Doutorado;PA;Campus Óbidos;EBTT;Efetivo;Sim
1219730;186;D;3522;1502707;IFPA;DE;Conceição do Araguaia;1;Região Norte;RSC III;Mestrado;PA;Campus Conceição do Araguaia;EBTT;Efetivo;Sim
1219926;702;D;32049;1508209;IFPA;40h;Vigia;1;Região Norte;-;Graduação;PA;Campus Avançado Vigia;PCCTAE;Efetivo;Não
1220543;319;D;2919;1504208;IFPA;DE;Marabá;1;Região Norte;-;Doutorado;PA;Campus Marabá Industrial;EBTT;Efetivo;Sim
1220629;613;D;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Mestrado;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1158380;16;C;32043;1500800;IFPA;40h;Ananindeua;1;Região Norte;-;Especialização;PA;Campus Ananindeua;PCCTAE;Efetivo;Não
1182188;350;D;32074;1505106;IFPA;DE;Óbidos;1;Região Norte;RSC II;Especialização;PA;Campus Óbidos;EBTT;Efetivo;Sim
1182312;444;D;13395;1506807;IFPA;40h;Santarém;1;Região Norte;-;Especialização;PA;Campus Santarém;PCCTAE;Efetivo;Não
1182380;43;D;13863;1501808;IFPA;DE;Breves;1;Região Norte;-;Doutorado;PA;Campus Breves;EBTT;Efetivo;Sim
1182440;16;D;32043;1500800;IFPA;40h;Ananindeua;1;Região Norte;-;Doutorado;PA;Campus Ananindeua;EBTT;Efetivo;Sim
1183465;161;D;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Graduação;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1183657;511;D;2918;1508100;IFPA;DE;Tucuruí;1;Região Norte;RSC II;Especialização;PA;Campus Tucuruí;EBTT;Efetivo;Sim
1183906;511;E;2918;1508100;IFPA;40h;Tucuruí;1;Região Norte;-;Especialização;PA;Campus Tucuruí;PCCTAE;Efetivo;Não
1206655;113;D;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Mestrado;PA;Campus Belém;EBTT;Substituto/Temporario;Sim
1221213;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
1159424;186;D;3522;1502707;IFPA;DE;Conceição do Araguaia;1;Região Norte;-;Doutorado;PA;Campus Conceição do Araguaia;EBTT;Efetivo;Sim
1208301;613;E;-;1501402;IFPA;20h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1160430;123;D;3526;1501709;IFPA;DE;Bragança;1;Região Norte;RSC III;Mestrado;PA;Campus Bragança;EBTT;Efetivo;Sim
1161361;511;D;2918;1508100;IFPA;DE;Tucuruí;1;Região Norte;-;Mestrado;PA;Campus Tucuruí;EBTT;Efetivo;Sim
1161392;702;D;32049;1508209;IFPA;DE;Vigia;1;Região Norte;-;Mestrado;PA;Campus Avançado Vigia;EBTT;Efetivo;Sim
1089194;186;D;3522;1502707;IFPA;DE;Conceição do Araguaia;1;Região Norte;RSC II;Especialização;PA;Campus Conceição do Araguaia;EBTT;Efetivo;Sim
1089476;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
1089834;123;D;3526;1501709;IFPA;DE;Bragança;1;Região Norte;RSC III;Mestrado;PA;Campus Bragança;EBTT;Efetivo;Sim
1089895;186;D;3522;1502707;IFPA;DE;Conceição do Araguaia;1;Região Norte;RSC III;Mestrado;PA;Campus Conceição do Araguaia;EBTT;Efetivo;Sim
1140603;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1140765;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1098480;113;E;2914;1501402;IFPA;20h;Belém;1;Região Norte;-;Mestrado;PA;Campus Belém;PCCTAE;Efetivo;Não
1114370;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Mestrado;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1114388;161;D;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Especialização;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1114391;161;D;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Especialização;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1114415;161;D;2915;1502400;IFPA;20h;Castanhal;1;Região Norte;RSC II;Especialização;PA;Campus Castanhal;EBTT;Efetivo;Sim
1115519;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;-;Doutorado;PA;Campus Belém;EBTT;Efetivo;Sim
1115691;511;D;2918;1508100;IFPA;DE;Tucuruí;1;Região Norte;RSC III;Mestrado;PA;Campus Tucuruí;EBTT;Efetivo;Sim
1143269;113;E;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Campus Belém;PCCTAE;Efetivo;Não
1143340;43;D;13863;1501808;IFPA;DE;Breves;1;Região Norte;RSC III;Mestrado;PA;Campus Breves;EBTT;Efetivo;Sim
1143435;1;D;3524;1500107;IFPA;DE;Abaetetuba;1;Região Norte;RSC III;Mestrado;PA;Campus Abaetetuba;EBTT;Efetivo;Sim
1106905;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Mestrado;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1106934;161;E;2915;1502400;IFPA;20h;Castanhal;1;Região Norte;-;Mestrado;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1106955;161;D;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Mestrado;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1106980;161;E;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Especialização;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1116888;16;E;32043;1500800;IFPA;40h;Ananindeua;1;Região Norte;-;Especialização;PA;Campus Ananindeua;PCCTAE;Efetivo;Não
1117217;266;D;13396;1503606;IFPA;DE;Itaituba;1;Região Norte;RSC II;Especialização;PA;Campus Itaituba;EBTT;Efetivo;Sim
1117507;320;D;2917;1504208;IFPA;DE;Marabá;1;Região Norte;-;Doutorado;PA;Campus Marabá Rural;EBTT;Efetivo;Sim
1144298;13;D;2916;1500602;IFPA;DE;Altamira;1;Região Norte;-;Mestrado;PA;Campus Altamira;EBTT;Efetivo;Sim
1144564;511;D;2918;1508100;IFPA;DE;Tucuruí;1;Região Norte;-;Mestrado;PA;Campus Tucuruí;EBTT;Efetivo;Sim
1106993;161;C;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Especialização;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1107003;161;A;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Graduação;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1107015;161;B;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Educação Básica;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1107067;161;D;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Mestrado;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1107080;161;C;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Mestrado;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1107088;161;C;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Graduação;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1107102;113;C;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Campus Belém;PCCTAE;Efetivo;Não
1107295;161;E;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Especialização;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1107351;161;A;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Graduação;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1117641;123;D;3526;1501709;IFPA;40h;Bragança;1;Região Norte;-;Especialização;PA;Campus Bragança;PCCTAE;Efetivo;Não
1117865;43;D;13863;1501808;IFPA;DE;Breves;1;Região Norte;-;Mestrado;PA;Campus Breves;EBTT;Efetivo;Sim
1118498;43;D;13863;1501808;IFPA;DE;Breves;1;Região Norte;RSC III;Mestrado;PA;Campus Breves;EBTT;Efetivo;Sim
1145363;444;D;13395;1506807;IFPA;DE;Santarém;1;Região Norte;RSC III;Mestrado;PA;Campus Santarém;EBTT;Efetivo;Sim
1100388;444;D;13395;1506807;IFPA;DE;Santarém;1;Região Norte;-;Doutorado;PA;Campus Santarém;EBTT;Efetivo;Sim
1107713;161;D;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Educação Básica;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1107736;511;D;2918;1508100;IFPA;DE;Tucuruí;1;Região Norte;RSC II;Especialização;PA;Campus Tucuruí;EBTT;Efetivo;Sim
1107780;161;E;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Especialização;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1107795;161;C;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Mestrado;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1107838;161;D;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Mestrado;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1119591;43;D;13863;1501808;IFPA;DE;Breves;1;Região Norte;-;Mestrado;PA;Campus Breves;EBTT;Efetivo;Sim
1120307;1;D;3524;1500107;IFPA;DE;Abaetetuba;1;Região Norte;RSC III;Mestrado;PA;Campus Abaetetuba;EBTT;Efetivo;Sim
1120352;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1153358;43;E;13863;1501808;IFPA;40h;Breves;1;Região Norte;-;Mestrado;PA;Campus Breves;PCCTAE;Efetivo;Não
1107851;161;D;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Educação Básica;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1107858;113;C;2914;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Campus Belém;PCCTAE;Efetivo;Não
1107862;161;A;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Graduação;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1107887;161;A;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Educação Básica;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1107912;1;D;3524;1500107;IFPA;DE;Abaetetuba;1;Região Norte;-;Mestrado;PA;Campus Abaetetuba;EBTT;Efetivo;Sim
1107975;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;-;Doutorado;PA;Campus Castanhal;EBTT;Efetivo;Sim
1108552;161;A;2915;1502400;IFPA;40h;Castanhal;1;Região Norte;-;Educação Básica;PA;Campus Castanhal;PCCTAE;Efetivo;Não
1108700;13;D;2916;1500602;IFPA;40h;Altamira;1;Região Norte;-;Mestrado;PA;Campus Altamira;PCCTAE;Efetivo;Não
1121547;113;D;2914;1501402;IFPA;DE;Belém;1;Região Norte;RSC III;Mestrado;PA;Campus Belém;EBTT;Efetivo;Sim
1151138;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1151235;702;D;32049;1508209;IFPA;40h;Vigia;1;Região Norte;-;Graduação;PA;Campus Avançado Vigia;PCCTAE;Efetivo;Não
1110964;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;RSC III;Mestrado;PA;Campus Castanhal;EBTT;Efetivo;Sim
1126235;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;RSC III;Mestrado;PA;Campus Castanhal;EBTT;Efetivo;Sim
1146888;266;D;13396;1503606;IFPA;DE;Itaituba;1;Região Norte;-;Doutorado;PA;Campus Itaituba;EBTT;Efetivo;Sim
1112012;1;D;3524;1500107;IFPA;40h;Abaetetuba;1;Região Norte;-;Especialização;PA;Campus Abaetetuba;PCCTAE;Efetivo;Não
1112074;1;D;3524;1500107;IFPA;40h;Abaetetuba;1;Região Norte;-;Especialização;PA;Campus Abaetetuba;PCCTAE;Efetivo;Não
1127181;43;D;13863;1501808;IFPA;DE;Breves;1;Região Norte;-;Doutorado;PA;Campus Breves;EBTT;Efetivo;Sim
1149946;266;D;13396;1503606;IFPA;DE;Itaituba;1;Região Norte;-;Doutorado;PA;Campus Itaituba;EBTT;Efetivo;Sim
1150262;43;E;13863;1501808;IFPA;40h;Breves;1;Região Norte;-;Especialização;PA;Campus Breves;PCCTAE;Efetivo;Não
1103222;362;D;32357;1505502;IFPA;DE;Paragominas;1;Região Norte;RSC III;Mestrado;PA;Campus Paragominas;EBTT;Efetivo;Sim
1112720;13;D;2916;1500602;IFPA;DE;Altamira;1;Região Norte;RSC III;Mestrado;PA;Campus Altamira;EBTT;Efetivo;Sim
1151511;319;D;2919;1504208;IFPA;DE;Marabá;1;Região Norte;-;Doutorado;PA;Campus Marabá Industrial;EBTT;Efetivo;Sim
1151612;511;D;2918;1508100;IFPA;DE;Tucuruí;1;Região Norte;-;Doutorado;PA;Campus Tucuruí;EBTT;Efetivo;Sim
1103638;702;E;32049;1508209;IFPA;40h;Vigia;1;Região Norte;-;Especialização;PA;Campus Avançado Vigia;PCCTAE;Efetivo;Não
1082148;13;D;2916;1500602;IFPA;DE;Altamira;1;Região Norte;-;Doutorado;PA;Campus Altamira;EBTT;Efetivo;Sim
1083146;444;D;13395;1506807;IFPA;DE;Santarém;1;Região Norte;RSC III;Mestrado;PA;Campus Santarém;EBTT;Efetivo;Sim
1130433;444;D;13395;1506807;IFPA;DE;Santarém;1;Região Norte;RSC III;Mestrado;PA;Campus Santarém;EBTT;Efetivo;Sim
1132030;123;D;3526;1501709;IFPA;DE;Bragança;1;Região Norte;-;Doutorado;PA;Campus Bragança;EBTT;Efetivo;Sim
1132891;186;D;3522;1502707;IFPA;DE;Conceição do Araguaia;1;Região Norte;-;Mestrado;PA;Campus Conceição do Araguaia;EBTT;Efetivo;Sim
1094319;444;D;13395;1506807;IFPA;DE;Santarém;1;Região Norte;-;Doutorado;PA;Campus Santarém;EBTT;Efetivo;Sim
1104665;266;D;13396;1503606;IFPA;DE;Itaituba;1;Região Norte;-;Graduação;PA;Campus Itaituba;EBTT;Efetivo;Sim
1085081;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;RSC II;Especialização;PA;Campus Castanhal;EBTT;Efetivo;Sim
1096014;320;D;2917;1504208;IFPA;DE;Marabá;1;Região Norte;RSC III;Mestrado;PA;Campus Marabá Rural;EBTT;Efetivo;Sim
1085974;366;D;32045;1505536;IFPA;DE;Parauapebas;1;Região Norte;-;Mestrado;PA;Campus Parauapebas;EBTT;Efetivo;Sim
1136702;266;D;13396;1503606;IFPA;DE;Itaituba;1;Região Norte;RSC III;Mestrado;PA;Campus Itaituba;EBTT;Efetivo;Sim
1137289;161;D;2915;1502400;IFPA;DE;Castanhal;1;Região Norte;RSC III;Mestrado;PA;Campus Castanhal;EBTT;Efetivo;Sim
1096340;613;E;-;1501402;IFPA;40h;Belém;1;Região Norte;-;Especialização;PA;Reitoria do Instituto Federal do Pará;PCCTAE;Efetivo;Não
1096780;320;D;2917;1504208;IFPA;DE;Marabá;1;Região Norte;RSC III;Mestrado;PA;Campus Marabá Rural;EBTT;Efetivo;Sim
1139279;319;E;2919;1504208;IFPA;40h;Marabá;1;Região Norte;-;Especialização;PA;Campus Marabá Industrial;PCCTAE;Efetivo;Não
1097775;320;E;2917;1504208;IFPA;40h;Marabá;1;Região Norte;-;Especialização;PA;Campus Marabá Rural;PCCTAE;Efetivo;Não
